CIK#,Ticker,Subsidiaries
1618921,wba,WBA US 1 Co.
1618921,wba,Walgreens Arizona Drug Co.
1618921,wba,"Walgreens Specialty Pharmacy, LLC"
1618921,wba,"WBA Investments, Inc."
1618921,wba,"Bond Drug Company of Illinois, LLC"
1618921,wba,"Walgreen Eastern Co., Inc."
1618921,wba,Duane Reade
1618921,wba,Boots Management Services Limited
1618921,wba,Ontario Acquisitions FX Inter Limited
1618921,wba,Superior Acquisitions Limited
1618921,wba,Superior Holdings Limited
1618921,wba,Walgreens Boots Alliance Limited
1618921,wba,Walgreens Boots Alliance UK 3 Limited
1618921,wba,Walgreens Boots Alliance UK 4 Limited
1618921,wba,WBA Acquisitions UK Holdco 7 Limited
1618921,wba,WBA Financial Limited
1618921,wba,WBA Financial Services Limited
1618921,wba,WBA International Limited
1618921,wba,WBAD Holdings 2 Limited
1618921,wba,WBAD Holdings Limited
1618921,wba,Boots UK Limited
1618921,wba,Alliance Boots Holdings Limited
1618921,wba,The Boots Company PLC
1618921,wba,Boots Retail (Ireland) Limited
1618921,wba,Superior Luxco 3 S.à r.l.
1618921,wba,Walgreen International S.à r.l.
1618921,wba,WBA Luxembourg 3 S.à.r.l.
1618921,wba,WBA Luxembourg 6 S.à r.l.
1618921,wba,WBA Luxembourg 7 S.à.r.l.
1618921,wba,WBA Jersey Limited
1618921,wba,Superior Pte. Limited
1618921,wba,Farnacias Benavides S.A.B. de C.V.
1619856,crbu,"Arboreal Holdco, LLC"
1619856,crbu,"Biloba Holdco, LLC"
1619856,crbu,"Microbe Holdco, LLC"
1621221,artlw,Artelo Biosciences Corporation
1622229,cogt,Kiq Bio LLC
1624326,pavmz,LucidDx Labs Inc. 
1624326,pavmz,Veris Health Inc. 
1624326,pavmz,Oncodisc Inc
1624326,pavmz,PAVmed Subsidiary Corp Inc.
1624326,pavmz,CapNostics LLC 
1625101,plse,BioElectroMed Corp.
1625101,plse,Pulse Biosciences BV
1625101,plse,2783162 Ontario Inc.
1626199,alpn,Alpine Immune Sciences Australia PTY LTD
1626878,xbit,XBiotech Switzerland AG
1626878,xbit,XBiotech Japan K.K.
1626878,xbit,XBiotech Germany GmbH
1626971,crvs,Corvus Hong Kong Limited
1633978,lite,Lumentum Inc.
1633978,lite,Lumentum Designs LLC
1633978,lite,Lumentum Operations LLC
1633978,lite,Lumentum Italy Inc.
1633978,lite,"Lumentum Fiber Optics, Inc."
1633978,lite,Lumentum Optics Inc.
1633978,lite,Lumentum Systems LP
1633978,lite,NeoPhotonics Corporation
1633978,lite,"NeoPhotonics Laser Devices, Inc."
1633978,lite,Bookham International Ltd.
1633978,lite,Bookham Nominees Ltd.
1633978,lite,LumentumEdge GmbH
1633978,lite,LumentumRadiant GmbH
1633978,lite,Lumentum Asia Limited
1633978,lite,Lumentum (BVI) Ltd
1633978,lite,Lumentum Canada ULC
1633978,lite,Lumentum Cayman Limited
1633978,lite,"Lumentum Communication Technology (Shenzhen) Co., Ltd."
1633978,lite,Lumentum d.o.o. OptiÄna vlakna
1633978,lite,Lumentum HoldCo Limited
1633978,lite,"Lumentum HoldCo Limited, Philippine Branch"
1633978,lite,Lumentum HoldCo Limited - Taiwan Branch
1633978,lite,"Lumentum International (Thailand) Co., Ltd."
1633978,lite,Lumentum International Tech Co.
1633978,lite,Lumentum Israel Ltd
1633978,lite,Lumentum Italy Inc. - Branch
1633978,lite,Lumentum Japan Inc.
1633978,lite,Lumentum G.K.
1633978,lite,Lumentum Netherlands B.V.
1633978,lite,Lumentum Netherlands B.V. - France Branch
1633978,lite,Lumentum Netherlands B.V. - Germany Branch
1633978,lite,Lumentum Ottawa ULC
1633978,lite,Lumentum SK Limited
1633978,lite,Lumentum Switzerland AG
1633978,lite,"Lumentum Taiwan Co., Ltd."
1633978,lite,Lumentum Technologies ULC
1633978,lite,Lumentum Technology UK Limited
1633978,lite,Oclaro Germany GmbH
1633978,lite,Oclaro Innovations LLP
1633978,lite,Oclaro Malaysia Sdn Bhd
1633978,lite,Oclaro Technology (Shenzhen) Co. Ltd.
1633978,lite,Novel Centennial Limited
1633978,lite,NeoPhotonics SemiConductor G.K.
1633978,lite,NeoPhotonics Corporation (R&D Center â Canada branch)
1633978,lite,"NeoPhotonics (China) Co., Ltd."
1633978,lite,NeoPhotonics Corporation Limited
1633978,lite,NeoPhotonics Dongguan Co. Ltd.
1633978,lite,NeoPhotonics (China) Co. Ltd. Wuhan R&D Center (branch)
1633978,lite,IDEA A SISTEMAS ELETRONICOS S.A.
1633978,lite,PI-TECNOLOGIA LTDA
1633978,lite,BRPHOTONICS PRODUTOS OPTOELETRONICOS LTDA
1633978,lite,BRPHOTONICS PRODUTOS OPTOELETRONICOS LTDA (branch office)
1633978,lite,LumentumEdge GmbH (Italy branch)
1636282,agle,"AERase, Inc."
1636282,agle,"AECase, Inc."
1636282,agle,"AEMase, Inc."
1636282,agle,"AE4ase, Inc."
1636282,agle,"AE5ase, Inc."
1636282,agle,"AE6ase, Inc."
1636282,agle,Aeglea Biotherapeutics UK Limited
1636282,agle,Aeglea Ireland Limited
1636282,agle,Aeglea BioTherapeutics US LLC
1637459,khc,"Alimentos Heinz, C.A."
1637459,khc,Asian Restaurants Limited
1637459,khc,"Battery Properties, Inc."
1637459,khc,Boca Foods Company
1637459,khc,"Cairo Food Industries, S.A.E."
1637459,khc,"Capri Sun, Inc."
1637459,khc,Carlton Bridge Limited
1637459,khc,"Churny Company, Inc."
1637459,khc,Claussen Pickle Co.
1637459,khc,Comercializadora Heinz de Panama SCA
1637459,khc,Country Ford Development Limited
1637459,khc,Delimex de Mexico S.A. de C.V.
1637459,khc,Delta Incorporated Limited
1637459,khc,Devour Foods LLC
1637459,khc,"Distribuidora Heinz Caracas, C.A."
1637459,khc,"Distribuidora Heinz Maracaibo, C.A."
1637459,khc,Fall Ridge Partners LLP
1637459,khc,Foodstar (China) Investments Company Limited
1637459,khc,Foodstar (Shanghai) Foods Co. Ltd.
1637459,khc,Foodstar Holdings Pte Ltd.
1637459,khc,Fundacion Heinz
1637459,khc,Garland BBQ Company
1637459,khc,Gevalia Kaffe LLC
1637459,khc,Golden Circle Limited
1637459,khc,Guangzhou United Logistics Company Limited
1637459,khc,H. J. Heinz Belgium S.A.
1637459,khc,H. J. Heinz Company Brands LLC
1637459,khc,H. J. Heinz Global Holding B.V.
1637459,khc,H. J. Heinz Nigeria Limited
1637459,khc,H.J HEINZ GLOBAL HOLDING LLC
1637459,khc,H.J. Heinz Asset Leasing Limited
1637459,khc,H.J. Heinz B.V.
1637459,khc,H.J. Heinz Company (New Zealand) Limited
1637459,khc,H.J. Heinz Company Australia Limited
1637459,khc,H.J. Heinz Company Limited
1637459,khc,"H.J. Heinz cr/sr a.s., v likvidaci"
1637459,khc,H.J. Heinz European Holding B.V.
1637459,khc,H.J. Heinz Finance UK PLC
1637459,khc,H.J. Heinz Foods Spain S.L.U.
1637459,khc,H.J. Heinz Foods UK Limited
1637459,khc,H.J. Heinz France SAS
1637459,khc,H.J. Heinz Frozen & Chilled Foods Limited
1637459,khc,H.J. Heinz Global Holding C.V.
1637459,khc,H.J. Heinz GmbH
1637459,khc,H.J. Heinz Group B.V.
1637459,khc,H.J. Heinz Holding B.V.
1637459,khc,H.J. Heinz Investments CoÃ¶peratief U.A.
1637459,khc,H.J. Heinz Ireland Holdings
1637459,khc,H.J. Heinz Manufacturing Belgium BVBA
1637459,khc,H.J. Heinz Manufacturing Ireland Limited
1637459,khc,H.J. Heinz Manufacturing Spain S.L.U.
1637459,khc,H.J. Heinz Manufacturing UK Limited
1637459,khc,H.J. Heinz Nederland B.V.
1637459,khc,H.J. Heinz Netherlands Holdings C.V.
1637459,khc,H.J. Heinz Polska Sp. z o.o.
1637459,khc,H.J. Heinz Supply Chain Europe B.V.
1637459,khc,H.J. Heinz US Brands LLC
1637459,khc,Heinz (China) Investment Company Limited
1637459,khc,Heinz (China) Sauces & Condiments Co. Ltd.
1637459,khc,Heinz Africa and Middle East FZE
1637459,khc,Heinz Africa FZE
1637459,khc,Heinz ASEAN Pte. Ltd.
1637459,khc,Heinz Brasil Alimentos Ltda.
1637459,khc,"Heinz Brasil, S.A."
1637459,khc,Heinz Colombia SAS
1637459,khc,Heinz Credit LLC
1637459,khc,Heinz Egypt LLC
1637459,khc,Heinz Egypt Trading LLC
1637459,khc,Heinz Europe Unlimited
1637459,khc,Heinz Finance (Luxembourg) S.Ã  r.l
1637459,khc,Heinz Foods South Africa (Proprietary) Limited
1637459,khc,Heinz Foreign Investment Company
1637459,khc,Heinz Frozen & Chilled Foods B.V.
1637459,khc,Heinz Gida Anonim Sirketi
1637459,khc,Heinz Hong Kong Limited
1637459,khc,Heinz India Private Ltd.
1637459,khc,Heinz Investments (Cyprus) Limited
1637459,khc,Heinz Israel Limited
1637459,khc,Heinz Italia S.p.A.
1637459,khc,Heinz Japan Ltd.
1637459,khc,Heinz Korea Ltd.
1637459,khc,"Heinz Mexico, S.A. de C.V."
1637459,khc,Heinz Nutrition Foundation India
1637459,khc,Heinz Pakistan (Pvt.) Limited
1637459,khc,"Heinz Panama, S.A."
1637459,khc,Heinz Produzioni Alimentari SRL
1637459,khc,Heinz Purchasing Company
1637459,khc,"Heinz Qingdao Food Co., Ltd."
1637459,khc,Heinz Receivables LLC
1637459,khc,Heinz Sales & Marketing  (MALAYSIA) SDN. BHD.
1637459,khc,"Heinz Shanghai Enterprise Services Co, Ltd."
1637459,khc,Heinz Single Service Limited
1637459,khc,Heinz South Africa (Pty.) Ltd.
1637459,khc,Heinz Thailand Limited
1637459,khc,Heinz Transatlantic Holding LLC
1637459,khc,Heinz UFE Ltd.
1637459,khc,Heinz Vietnam Company Limited
1637459,khc,Heinz Wattie's Limited
1637459,khc,Heinz Wattie's Pty Ltd
1637459,khc,"Heinz-Noble, Inc."
1637459,khc,Helco Services Limited
1637459,khc,Highview Atlantic Finance (Barbados) SRL
1637459,khc,HJH Development Corporation
1637459,khc,HJH Overseas L.L.C.
1637459,khc,Horizon FZCO
1637459,khc,Horizon UAE FZCO
1637459,khc,HP Foods Holdings Limited
1637459,khc,HP Foods International Limited
1637459,khc,HP Foods Limited
1637459,khc,Hugo Canning Company Pty Limited
1637459,khc,HZ.I.L. Ltd.
1637459,khc,Industria Procesadora de Alimentos de Barcelona C.A.
1637459,khc,International Gourmet Specialties LLC
1637459,khc,"International Spirits Recipes, LLC"
1637459,khc,Istituto Scotti Bassani per la Ricerca e l'Informazione Scientifica e Nutrizionale
1637459,khc,Jacobs Road Limited
1637459,khc,Kaiping Guanghe Fermented Bean Curd Co. Ltd.
1637459,khc,Kaiping Jiashili Dried Fruit and Nuts Co. Ltd.
1637459,khc,Kaiping Weishida Seasonings Co. Ltd.
1637459,khc,KFG Management Services LLC
1637459,khc,KHFC Luxembourg Holdings S.Ã  r.l
1637459,khc,Koninklijke De Ruijter B.V.
1637459,khc,Kraft Foods Group Brands LLC
1637459,khc,Kraft Foods Group Exports LLC
1637459,khc,Kraft Foods Group Netherlands Holding B.V.
1637459,khc,Kraft Foods Group Puerto Rico LLC
1637459,khc,Kraft Heinz (Barbados) SRL
1637459,khc,Kraft Heinz (Ireland) Ltd
1637459,khc,Kraft Heinz Argentina S.R.L.
1637459,khc,Kraft Heinz Australia Pty Limited
1637459,khc,Kraft Heinz Brasil ParticipaÃ§Ãµes  LTDA
1637459,khc,Kraft Heinz Canada ULC
1637459,khc,KRAFT HEINZ CHILE LIMITADA
1637459,khc,Kraft Heinz Foods Company
1637459,khc,Kraft Heinz Foods Company L.P.
1637459,khc,Kraft Heinz Foods Luxembourg Holdings S.Ã  r.l
1637459,khc,Kraft Heinz Global Finance B.V.
1637459,khc,Kraft Heinz Holding LLC
1637459,khc,Kraft Heinz Holding C.V.
1637459,khc,Kraft Heinz Ingredients Corp.
1637459,khc,Kraft Heinz Intermediate Corporation I
1637459,khc,Kraft Heinz Intermediate Corporation II
1637459,khc,Kraft Heinz International B.V.
1637459,khc,Kraft Heinz Receivables LLC
1637459,khc,Kraft Heinz Sewickley C.V.
1637459,khc,Kraft Heinz UK Limited
1637459,khc,"Kraft Heinz Yangjiang Foods Co., Ltd."
1637459,khc,Kraft New Services LLC
1637459,khc,La Bonne Cuisine Limited
1637459,khc,Langtech Citrus Pty. Limited
1637459,khc,Lea & Perrins Limited
1637459,khc,Lea & Perrins LLC
1637459,khc,LLC Heinz-Georgievsk
1637459,khc,LLC Ivanovsky Kombinat Detskogo Pitaniya
1637459,khc,Master Chef Limited
1637459,khc,"Mealtime Stories, LLC"
1637459,khc,"MILKSUN, spol. s.r.o."
1637459,khc,Nanjing Jilun Seasoning Products Pte. Ltd.
1637459,khc,Nature's Delicious Foods Group LLC
1637459,khc,Noble Insurance Company Limited
1637459,khc,O.R.A. LLC
1637459,khc,P.T. Heinz ABC Indonesia
1637459,khc,Petroproduct-Otradnoye Ltd.
1637459,khc,Phenix Management Corporation
1637459,khc,Pollio Italian Cheese Company
1637459,khc,PPK Ltd.
1637459,khc,Pro-Share Limited
1637459,khc,Pudliszki Sp. z o.o.
1637459,khc,Renee's Gourmet Foods Inc.
1637459,khc,RINC Ltd.
1637459,khc,"Seven Seas Foods, Inc."
1637459,khc,Sewickley LLC
1637459,khc,The Kraft Heinz Company Foundation
1637459,khc,The Yuban Coffee Company
1637459,khc,Thompson & Hills Limited
1637459,khc,TNCOR Ltd.
1637459,khc,Top Taste Company Limited
1637459,khc,Tsai Weng Ping Incorporated Limited
1637459,khc,Weishida (Nanjing) Foods Co. Ltd.
1637459,khc,Wexford LLC
1637459,khc,"WW Foods, LLC"
1638287,nrbo,"NeuroBo Co., Ltd."
1638287,nrbo,"ANA Therapeutics, LLC"
1639691,livn,LivaNova Plc (Italian Branch)
1639691,livn,"Caisson Interventional, LLC"
1639691,livn,"CardiacAssist, Inc. Dba TandemLife"
1639691,livn,"Cyberonics Holdings, LLC"
1639691,livn,Cyberonics Netherlands CV
1639691,livn,"ALung Technologies, Inc."
1639691,livn,"ImThera Medical, Inc."
1639691,livn,LivaNova Australia PTY Limited
1639691,livn,LivaNova Austria GmbH
1639691,livn,LivaNova Belgium N.V.
1639691,livn,LivaNova Brasil ComÃ©rcio e DistribuiÃ§Ã£o de Equipamentos MÃ©dico-hospitalares Ltda
1639691,livn,"LivaNova Canada, Inc."
1639691,livn,LivaNova Cayman Limited
1639691,livn,LivaNova Chile SpA
1639691,livn,LivaNova (China) Medical Technology Co. Ltd
1639691,livn,LivaNova Colombia Sas
1639691,livn,LivaNova Deutschland GmbH
1639691,livn,"LivaNova Espana, S.L."
1639691,livn,LivaNova Finland Oy
1639691,livn,LivaNova Holding S.r.l.
1639691,livn,LivaNova Hong Kong Limited
1639691,livn,LivaNova Hungary Limited Liability Company
1639691,livn,"LivaNova, Inc."
1639691,livn,LivaNova India Private Limited
1639691,livn,LivaNova IP Limited
1639691,livn,LivaNova Japan K.K.
1639691,livn,LivaNova Malaysia Sbn. Bhd.
1639691,livn,LivaNova Nederland N.V.
1639691,livn,LivaNova Norway AS
1639691,livn,LivaNova Poland Sp. Z o.o.
1639691,livn,LivaNova SAS
1639691,livn,LivaNova Scandinavia AB
1639691,livn,LivaNova Singapore Pte Ltd
1639691,livn,LivaNova Site Management S.r.l.
1639691,livn,LivaNova Switzerland SA
1639691,livn,LivaNova Taiwan Co. Ltd
1639691,livn,LivaNova (Thailand) Ltd
1639691,livn,LivaNova Turkey Medikal Limited Sirketi
1639691,livn,LivaNova UK Limited
1639691,livn,"LivaNova USA, Inc."
1639691,livn,Company
1639691,livn,LIVN Irishco 2 UC
1639691,livn,LIVN Luxco 2 sarl
1639691,livn,LIVN UK Holdco Limited
1639691,livn,LIVN UK 2 Co. Limited
1639691,livn,"LIVN US 3, LLC"
1639691,livn,"LIVN US 5, LLC"
1639691,livn,Sorin Group Italia S.r.l.
1639691,livn,Sorin Group Rus LLC
1641640,nbrv,Nabriva Therapeutics Ireland Designated Activity Company
1641640,nbrv,"Zavante Therapeutics,Â Inc."
1641640,nbrv,"Nabriva Therapeutics US,Â Inc."
1642375,ghsi,"Transcranial Doppler Solutions, Inc."
1642375,ghsi,"NutriGuard Formulations, Inc."
1642375,ghsi,"Viactiv Nutrititionals, Inc."
1642545,swav,SWAV CR Sociedad de Responsabilidad Limitada
1642545,swav,Shockwave Medical France SÃ RL
1642545,swav,Shockwave Medical GmbH
1642545,swav,Shockwave Medical India Private Limited
1642545,swav,Shockwave Medical Ireland Limited
1642545,swav,Shockwave Medical Italy S.R.L.
1642545,swav,Shockwave Medical Japan KK
1642545,swav,"Shockwave Medical Portugal, Unipessoal Lda."
1642545,swav,"SWAV Medical Spain, S.L."
1642545,swav,Shockwave Medical UK Limited
1644406,twnk,"Hostess Holdings GP, LLC"
1644406,twnk,"New Hostess Holdco, LLC"
1644406,twnk,"Hostess Holdco, LLC"
1644406,twnk,"HB Holdings, LLC"
1644406,twnk,"Hostess Brands, LLC"
1644406,twnk,"Hostess Brands Services, LLC"
1644406,twnk,"HB Holdings (RE), LLC"
1644406,twnk,"New HB Acquisition (RE), LLC"
1644406,twnk,Voortman Cookies Limited
1645113,nvcr,"Novocure Canada, Inc."
1645113,nvcr,Novocure Capital
1645113,nvcr,Novocure Denmark ApS
1645113,nvcr,NovoCure (Israel) Ltd.
1645113,nvcr,Novocure France SAS
1645113,nvcr,NovoCure GmbH
1645113,nvcr,Novocure GmbH
1645113,nvcr,Novocure Inc.
1645113,nvcr,Novocure Italy S.r.L.
1645113,nvcr,Novocure K.K.
1645113,nvcr,Novocure Luxembourg S.Ã .r.l.
1645113,nvcr,Novocure Netherlands B.V.
1645113,nvcr,Novocure Poland Sp. z o.o.
1645113,nvcr,Novocure Spain S.L.
1645113,nvcr,Novocure USA LLC
1645113,nvcr,Novocure UK Limited
1645469,mnpr,"Monopar Therapeutics, SARL"
1645569,dice,"DiCE Alpha, Inc."
1646972,aci,"Ink Holdings, LLC "
1646972,aci,Albertsons Safeway LLC and its subsidiaries 
1646972,aci,Albertson's LLC and its subsidiaries: 
1646972,aci,ABS Real Estate Holdings LLC and its subsidiaries: 
1646972,aci,ABS Mezzanine III LLC and its subsidiaries: 
1646972,aci,ABS CA-GL LLC 
1646972,aci,ABS CA-O DC1 LLC 
1646972,aci,ABS CA-O DC2 LLC 
1646972,aci,ABS CA-O LLC 
1646972,aci,ABS ID-GL LLC 
1646972,aci,ABS ID-O DC LLC 
1646972,aci,ABS ID-O LLC and its subsidiary: 
1646972,aci,"Warm Springs Development, LLC and its subsidiary: "
1646972,aci,Warm Springs & 10th LLC 
1646972,aci,ABS MT-GL LLC 
1646972,aci,ABS MT-O LLC 
1646972,aci,ABS NV-GL LLC 
1646972,aci,ABS NV-O LLC 
1646972,aci,ABS OR-GL LLC 
1646972,aci,ABS OR-O DC LLC 
1646972,aci,ABS OR-O LLC 
1646972,aci,ABS Surplus-O LLC 
1646972,aci,ABS UT-GL LLC 
1646972,aci,ABS UT-O DC LLC 
1646972,aci,ABS UT-O LLC 
1646972,aci,ABS WA-GL LLC 
1646972,aci,ABS WA-O LLC 
1646972,aci,ABS WY-GL LLC 
1646972,aci,ABS WY-O LLC 
1646972,aci,ABS Real Estate Company LLC 
1646972,aci,ABS Real Estate Investor Holdings LLC and its subsidiary: 
1646972,aci,ABS Mezzanine I LLC and its subsidiaries: 
1646972,aci,ABS DFW Investor LLC and its subsidiary: 
1646972,aci,ABS DFW Lease Investor LLC 
1646972,aci,ABS FLA Investor LLC and its subsidiary: 
1646972,aci,ABS FLA Lease Investor LLC 
1646972,aci,ABS Realty Investor LLC 
1646972,aci,ABS RM Investor LLC and its subsidiary: 
1646972,aci,ABS RM Lease Investor LLC 
1646972,aci,ABS SW Investor LLC and its subsidiary: 
1646972,aci,ABS SW Lease Investor LLC 
1646972,aci,ABS TX Investor GP LLC 
1646972,aci,ABS TX Investor LP and its subsidiaries: 
1646972,aci,ABS TX Lease Investor GP LLC 
1646972,aci,ABS TX Lease Investor LP 
1646972,aci,ASP SW Investor LLC 
1646972,aci,ASR TX Investor GP LLC 
1646972,aci,ASR TX Investor LP and its subsidiary: 
1646972,aci,ASR Lease Investor LLC 
1646972,aci,ABS Real Estate Owner Holdings LLC and its subsidiary: 
1646972,aci,ABS Mezzanine II LLC and its subsidiaries: 
1646972,aci,ABS DFW Owner LLC and its subsidiary: 
1646972,aci,ABS DFW Lease Owner LLC 
1646972,aci,ABS FLA Owner LLC and its subsidiary: 
1646972,aci,ABS FLA Lease Owner LLC 
1646972,aci,ABS RM Owner LLC and its subsidiary: 
1646972,aci,ABS RM Lease Owner LLC 
1646972,aci,ABS SW Owner LLC and its subsidiaries: 
1646972,aci,ABS NoCal Lease Owner LLC 
1646972,aci,ABS SW Lease Owner LLC 
1646972,aci,ASP NoCal Lease Owner LLC 
1646972,aci,LuckyLease Owner LLC 
1646972,aci,ABS TX Owner GP LLC 
1646972,aci,ABS TX Owner LP and its subsidiaries: 
1646972,aci,ABS TX Lease Owner GP LLC 
1646972,aci,ABS TX Lease Owner LP 
1646972,aci,ASP SW Owner LLC and its subsidiary: 
1646972,aci,ASP SW Lease Owner LLC 
1646972,aci,ASR Owner LLC and its subsidiaries: 
1646972,aci,ASR TX Lease Owner GP LLC 
1646972,aci,ASR TX Lease Owner LP 
1646972,aci,EXT Owner LLC and its subsidiary
1646972,aci,EXT Lease Owner LLC 
1646972,aci,NHI TX Owner GP LLC 
1646972,aci,NHI TX Owner LP and its subsidiaries: 
1646972,aci,NHI TX Lease Owner GP LLC 
1646972,aci,NHI TX Lease Owner LP 
1646972,aci,"Albertson's Liquors, Inc. "
1646972,aci,Albertsons Stores Sub Holdings LLC and its subsidiary: 
1646972,aci,AB Acquisition LLC and its subsidiary: 
1646972,aci,Albertsons Stores Sub LLC 
1646972,aci,American Food and Drug LLC and its subsidiaries: 
1646972,aci,American Stores Properties LLC 
1646972,aci,Jewel Osco Southwest LLC 
1646972,aci,Sunrich Mercantile LLC 
1646972,aci,"American Stores Realty Company, LLC "
1646972,aci,Fresh Holdings LLC and its subsidiary: 
1646972,aci,Extreme LLC and its subsidiaries: 
1646972,aci,"Newco Investments, LLC "
1646972,aci,"NHI Investment Partners, LP "
1646972,aci,Good Spirits LLC 
1646972,aci,"Malin Acquisitions, LLC "
1646972,aci,Spirit Acquisition Holdings LLC and its subsidiary: 
1646972,aci,"United Supermarkets, L.L.C. and its subsidiaries: "
1646972,aci,"LLano Logistics, Inc. "
1646972,aci,USM Manufacturing L.L.C. 
1646972,aci,Safeway Inc. and its subsidiaries: 
1646972,aci,Association of Unit Owners Safeway Beretania 
1646972,aci,Better Living Brands LLC 
1646972,aci,"Casa Ley Services, Inc. "
1646972,aci,"Cayam Energy, LLC "
1646972,aci,"DineInFresh, LLC "
1646972,aci,Divario Ventures LLC 
1646972,aci,"Dominicks Supermarkets, LLC and its subsidiary: "
1646972,aci,"Dominicks Finer Foods, LLC and its subsidiary: "
1646972,aci,"Dominicks Finer Foods, Inc. of Illinois "
1646972,aci,Eureka Land Management LLC and its subsidiary: 
1646972,aci,Eureka Development LLC 
1646972,aci,"GFM Holdings I, Inc. and its subsidiary: "
1646972,aci,GFM Holdings LLC and its subsidiary: 
1646972,aci,Genuardis Family Markets LP 
1646972,aci,JA Procurement LLC 
1646972,aci,"Lehua Insurance Company, Inc. "
1646972,aci,"Lucerne Foods, Inc. and its subsidiaries: "
1646972,aci,Eating Right LLC 
1646972,aci,Lucerne Dairy Products LLC 
1646972,aci,Lucerne North America LLC 
1646972,aci,O Organics LLC 
1646972,aci,"Milford Insurance Brokerage Services, Inc. "
1646972,aci,NAI Holdings GP LLC 
1646972,aci,New Albertsons L.P. and its subsidiaries: 
1646972,aci,"ABS Finance Co., Inc. "
1646972,aci,"Albertsons Companies Specialty Care, LLC "
1646972,aci,"American Stores Company, LLC and its subsidiaries: "
1646972,aci,American Drug Stores LLC and its subsidiary: 
1646972,aci,"American Partners, L.P. "
1646972,aci,American Procurement and Logistics Company LLC and its subsidiary:
1646972,aci,"APLC Procurement, Inc. "
1646972,aci,"ASC Media Services, Inc. and its subsidiary: "
1646972,aci,U.S. Satellite Corporation 
1646972,aci,"ASP Realty, LLC "
1646972,aci,Beryl American Corporation 
1646972,aci,"Jewel Companies, Inc. and its subsidiaries: "
1646972,aci,"Acme Markets, Inc. and its subsidiary: "
1646972,aci,"Giant of Salisbury, Inc. "
1646972,aci,"Jewel Food Stores, Inc. and its subsidiary: "
1646972,aci,"Jetco Properties, Inc. "
1646972,aci,Lucky Stores LLC 
1646972,aci,Scolari's Stores LLC 
1646972,aci,"Medcart Specialty Care, LLC "
1646972,aci,NAI Saturn Eastern LLC and its subsidiary: 
1646972,aci,Collington Services LLC 
1646972,aci,SSM Holdings Company and its subsidiary: 
1646972,aci,"Shaw's Supermarkets, Inc. and its subsidiaries: "
1646972,aci,"28 Pond Street Realty, LLC "
1646972,aci,"300 Main Street Realty, LLC "
1646972,aci,360 Chauncy Street Realty Trust 
1646972,aci,675 Randolph Realty Trust 
1646972,aci,693 Randolph Avenue LLC 
1646972,aci,739 Realty Trust 
1646972,aci,861 Edgell Road LLC 
1646972,aci,99 Water Street LLC 
1646972,aci,Adrian Realty Trust 
1646972,aci,Border Street Realty Trust 
1646972,aci,"BP Realty, LLC "
1646972,aci,CH Project LLC 
1646972,aci,"Clifford W. Perham, Inc. "
1646972,aci,"Gorham Markets, LLC "
1646972,aci,Hayward Street Investment Trust and its subsidiary: 
1646972,aci,DLS Realty Trust 
1646972,aci,"Heath Street, LLC "
1646972,aci,"HNHP Realty, LLC "
1646972,aci,K&J Realty Trust 
1646972,aci,Keene Realty Trust 
1646972,aci,LRT Realty Trust 
1646972,aci,Mashpee Realty LLC 
1646972,aci,Michael's Realty Trust and its subsidiary: 
1646972,aci,EP Realty LLC 
1646972,aci,Milford Realty LLC 
1646972,aci,MK Investments LLC 
1646972,aci,PNHP Realty LLC 
1646972,aci,Shaw's Realty Co. and its subsidiary: 
1646972,aci,"Arles, LLC "
1646972,aci,Shaw's Realty Trust and its subsidiary: 
1646972,aci,Galway Realty Trust 
1646972,aci,"SNH Realty, LLC "
1646972,aci,SRA REALTY LLC 
1646972,aci,"Star Markets Holdings, Inc. and its subsidiary: "
1646972,aci,"Star Markets Company, Inc. "
1646972,aci,"WP Properties, LLC "
1646972,aci,Wildcat Acquisition Holdings LLC and its subsidiary: 
1646972,aci,"Vons REIT, Inc. and its subsidiary: "
1646972,aci,Wildcat Markets Opco LLC 
1646972,aci,Oakland Property Brokerage Inc. 
1646972,aci,"Pak N Save, Inc. "
1646972,aci,Paradise Development LLC and its subsidiaries: 
1646972,aci,Paradise Real Property LLC and its subsidiary: 
1646972,aci,Boulder Investco LLC 
1646972,aci,"Randalls Holdings, Inc. and its subsidiaries: "
1646972,aci,"Randalls Finance Company, Inc. "
1646972,aci,"Randalls Food Markets, Inc. and its subsidiary: "
1646972,aci,Randalls Food & Drugs LP and its subsidiary: 
1646972,aci,"Randalls Management Company, Inc. and its subsidiary:    "
1646972,aci,"Randalls Beverage Company, Inc. "
1646972,aci,"Randalls Investments, Inc. "
1646972,aci,Retail Service Insights LLC 
1646972,aci,"Safeway #0638 Exchange, LLC "
1646972,aci,"Safeway Australia Holdings, Inc. "
1646972,aci,"Safeway Canada Holdings, Inc. and its subsidiary: "
1646972,aci,"Safeway New Canada, Inc. and its subsidiary: "
1646972,aci,CSL IT Services ULCand its
1646972,aci,Mealime Meal Plans ULC 
1646972,aci,"Safeway Corporate, Inc. and its subsidiaries: "
1646972,aci,"Safeway Stores 67, Inc. "
1646972,aci,"Safeway Stores 68, Inc. "
1646972,aci,"Safeway Stores 69, Inc. "
1646972,aci,"Safeway Stores 70, Inc. "
